"Category","Demo_URL","Description","Editor_URL","Installation Steps","Logo","Market_URL","Name","New image","Price montly","Price one_time","SEO_description","SEO_title","Short_description"
"Technical , Analytics , Location , Ecommerce , Mobile , Visual Elements","https://plugin-preview-mapael.bubbleapps.io/version-test/dynamic_maps","     Ease the build of pretty data visualizations on dynamic vector maps
The plugin allows you to display dynamic vector maps with a lot of options and it is not related to Google Maps, Leaflet, as well as other navigation maps and is not their replacement or alternative.

     For example, with Dynamic Vector Maps, you can display a map of the world with clickable countries. You can also build simple dataviz by setting some parameters in order to automatically set a color depending on a value to each area of your map and display the associated legend. Moreover, you can plot cities on the map with circles or squares by their latitude and longitude. Many more options are available, read the documentation in order to get a complete overview of mapael abilities.

Mapael supports all modern browsers and Internet Explorer 9+.

Key features:
Interactivity - Set href, tooltip, add events and many more on the elements of your map.
Plottable cities - Cities can be plotted on the map with circles or squares by their latitude and longitude.
Areas and plotted points colorization - Mapael automatically sets attributes like color and size to each area and plotted point displayed on map and generates an interactive legend in order to build pretty dataviz
Links between cities - You can draw links between the cities of the map.
Resizable - Maps are easily resizable.
Zoom - Zoom and panning abilities (also on mobile devices).
Mousewheel - for the zoom on mousewheel feature.

Thus you can load a map (such as the world map or the USA map) and customize the attributes of areas (such as the background-color, the tooltip content, link, text, attributes on mouseover, events, etc). You can plot points on the map by latitude and longitude or x and y and set their attributes. You can add curved links between two points. You can enable the zoom feature that allow to zoom the map through the buttons or through the mousewheel. You can define legends for areas and/or plotted points in order to apply automatically some attributes to the elements of the map depending on the associated value.

     Available maps: World, World Mercator, World Miller, Algeria, Argentina, Austria, Canada, Croatia, EU, France, Germany, India, Japan, Mexico, Morocco, Peru, Scandinavia, Sri Lanka, Thailand, Turkey, Ukraine, UK, USA

This list will grow over time.
","https://bubble.io/page?type=page&name=dynamic_maps&id=plugin-preview-mapael&tab=tabs-1","Place a Dynamic Maps element on the page , Select a map , This is the simplest connection. The selected map with areas will now be displayed on the page.","//s3.amazonaws.com/appforest_uf/f1680730272004x193633459722029040/destination.png","https://bubble.io/plugin/dynamic-vector-maps-1675613460673x422474218224484350","Dynamic Vector Maps","//s3.amazonaws.com/appforest_uf/f1680730321789x357564350606692350/destination.png","5","20","Enhance your data visualizations with Dynamic Vector Maps. This plugin offers interactive maps with clickable areas, customizable colors, plotted cities, and zoom features. Ideal for creating engaging data visualizations with support for various global maps and modern browsers.","Dynamic Vector Maps - Interactive Data Visualization Plugin","Interactive plugin for dynamic vector maps with customizable data visualization features."
"Technical , Mobile , Productivity , Media , Input Forms","https://plugin-preview-mapael.bubbleapps.io/version-test/advanced_range_slider","Easy to use, flexible and responsive range slider with skin support

Description:
Advanced Range Slider — cool, comfortable, responsive and easily customizable range slider
Supports events and public methods, has flexible settings.
With this plugin you will be able to build beautiful range sliders.

Key features:
- Cross-browser: Google Chrome, Mozilla Firefox 3.6+, Opera 12+, Safari 5+, Internet Explorer 8+
- Skin support. 6 beautiful skins included + ability to set custom colors for each theme
- Any number of sliders at one page without conflicts
- Two slider types: 1 or 2 handles
- Support of negative and fractional values
- Ability to set custom step and connect it to grid
- Support of custom values diapason
- Customisable grid of values
- Ability to disable any UI elements (like grid)
- Postfixes and prefixes for your numbers ($20, 30 €)
- Additional postfix for maximum value (eg. $100+)
- Prettify large numbers (eg. 1000000 → 1.000.000)
- Slider supports disable param. You can set it true to make slider inactive
- Slider supports external methods (update and reset) to control it after creation
- Slider has events: onStart, onChange, onFinish, onUpdate.
- Supports touch-devices (iPhone, iPad, Nexus, etc.).
- Can be disabled at any time
- Numbers can be formatted as dates and time
","https://bubble.io/page?type=page&name=advanced_range_slider&id=plugin-preview-mapael&tab=tabs-1","Install the plugin. Place the ""Range Slider"" from elements to wherever part you need.After that, the slider will be ready to work. , Then you can customize the slider to suit your needs.","//s3.amazonaws.com/appforest_uf/f1680730308811x345155149712216960/filter.png","https://bubble.io/plugin/advanced-range-slider-1678025092751x568259582726242300","Advanced Range Slider","//s3.amazonaws.com/appforest_uf/f1680730287524x544726787289643700/filter.png","5","25","Discover the Advanced Range Slider: a flexible, cross-browser plugin with support for multiple skins, customizable values, and touch devices. Features include 1 or 2 handles, negative and fractional values, and extensive event support for enhanced user interaction.","Advanced Range Slider - Customizable & Responsive Slider Plugin","Customizable, responsive range slider with multiple skins."
"Technical , Ecommerce , Mobile , Productivity , Media , Input Forms","https://plugin-preview-mapael.bubbleapps.io/version-test/histogram_slider","A range slider allow users to select continuous ranges while also showing them trends related to those ranges. For instance, Airbnb uses them to show the most popular prices corresponding to other specific criteria. A histogram will appear on the slider, showing where the data is spread across the range.

Features:
- Select the minimum and maximum range values.
- Ability to highlight the optimal range of values with color.
- Has three types of handles (round, square, and triangular).
- Allows you to customize the color of the track, the handles of the sliders, and the colors of the bars of the histogram and its elements.
- Adjust the width and height of the slider and histogram settings.
- Setting the number of bars on the histogram.
- Supports negative and positive or only negative or only positive values.
- Supports tooltips and the ability to customize their colors and position.
- Responsive, fills its container.
- And much more...
","https://plugin-preview-mapael.bubbleapps.io/version-test/histogram_slider","Place a slider element on the page. , Set the minimum and maximum slider values (Range Min and Range Max) and Range Min. , Connect Data (Histogram List Values) , If necessary, make the necessary additional settings.","//s3.amazonaws.com/appforest_uf/f1680730364718x591862231166671900/histogram.png","https://bubble.io/plugin/histogram-range-slider-1678932750273x717151498330177500","Histogram Range Slider","//s3.amazonaws.com/appforest_uf/f1680730370095x571899924465836000/histogram.png","5","25","Enhance user experience with our Histogram Range Slider. This customizable slider displays trends with a histogram, supports various handle types, and allows for color adjustments. Ideal for selecting and highlighting ranges, it features responsive design, tooltips, and supports both positive and negative values.","Histogram Range Slider - Customizable Range Selector with Data Trends","Customizable range slider with histogram for data trends"
"Technical , Productivity , Data (things) , Containers , Visual Elements","https://plugin-preview-mapael.bubbleapps.io/version-test/datepicker","Advanced Datepicker

A highly configurable, cross-browser date time picker plugin.

Enhance your forms with the powerful and highly-configurable date time picker plugin. This date time picker adds an intuitive calendar interface for selecting dates and times, complete with a convenient month and year jump feature. The selected date will be formatted and entered into the input field according to your specified options. Simply attach the plugin to your input fields and let the calendar icon do the rest.

Features:

- Works in conjunction with the standard Input element
- it is both a date picker as well as a time picker
- it's cross-browser — works in every major browser; works also in Internet Explorer 6!
- has a default color scheme that blends-in well with almost any design;
- two additional themes are included (Metallic and Bootstrap)
- you can also create a custom theme by changing colors and some sizes.
- offers an intuitive interface allowing for easy navigation through months and years
- offers an intuitive mechanism for disabling dates and date ranges using a syntax similar to cron's syntax
- supports defining of custom weekend days for countries that don't have the weekend on Saturday and Sunday
- supports most of date formats you can think of, borrowing the syntax of PHP's date function
- supports all sorts of combinations for starting and ending dates
- date pickers can be ""paired"" — where one or more date pickers will use the value of another date picker as starting date
- supports internationalization
- supports RTL languages
- works by automatically attaching a small calendar icon to the indicated input fields which displays the attached date picker when clicked.
- allows you to use auto binding
","https://bubble.io/page?type=page&name=datepicker&id=plugin-preview-mapael&tab=tabs-1","Place a standard ""Input"" element on the page and give it an id attribute. , Place the ""Datepicker"" element on the page and in the ""ID Attribute"" field write the id attribute that you assigned to the ""Input"" element , Connect the ""Datepicker"" element to the ""Input"" element. Set the ""Initial content"" field of the ""Input"" element to ""value[format]"" from the element ""Datepicker"" ,  If necessary, include the ""Start Date"" field of the element ""Datepicker"" in the format ""yyyy-mm-dd""","//ffe46b16a377e4f6249ab41469afe35b.cdn.bubble.io/f1685736399898x662531257064753400/604.svg","https://bubble.io/plugin/advanced-datepicker-1588952560226x625185025132855300","Advanced Datepicker","//ffe46b16a377e4f6249ab41469afe35b.cdn.bubble.io/f1685736404741x908559078010271500/604.svg","5","20","Enhance your forms with the Advanced Date Time Picker Plugin. This highly configurable, cross-browser plugin features an intuitive calendar interface, supports date and time selection, and offers custom theming options. Compatible with all major browsers, including Internet Explorer 6, it allows for easy navigation, internationalization, and customization of date formats and ranges.","Advanced Date Time Picker Plugin - Highly Configurable & Cross-Browser","A highly configurable, cross-browser date time picker plugin."
"Technical , Small Business , Ecommerce , Image , Media","https://imagemapster-92465.bubbleapps.io/version-test/demo","Image Map is a comprehensive tool that allows you to create and view image maps.

An Image Map is a feature introduced in HTML 3.2 that allows specific regions of an image to be defined as clickable or interactive areas. These regions, known as hotspots, can trigger actions or link to relevant content when users click on them.

Image Maps revolutionized web design by enabling the creation of interactive elements within images. This innovation greatly enhances user engagement and improves navigation on websites. By dividing an image into clickable regions, users can easily access related information, navigate to different sections or pages, or trigger specific actions, all within the context of the image.

This technology has found wide application in various web design contexts. Interactive maps, image-based menus, and clickable infographics are just a few examples of how Image Maps are used to create visually appealing and engaging websites. With image Mapster, website owners can transform static images into dynamic components, offering a more interactive and immersive user experience.

The plugin consists of two elements:
1. imgMapViewer - activates the areas in HTML image maps so you can highlight and select them. It works just about everywhere that Javascript does, including modern browsers, Internet Explorer 6, and mobile devices like iPads, iPhones and Androids. Allows you to highlight and select areas by color, how floating tooltips for areas or area groups and much more.


2. imgMapCreator - Html image map editor based on javascript, html5, inline SVG. Simply start by selecting an image from your pc, or load one directly from an external website. Next up create your hot areas using either rectangle, circle or polygon shapes. Creating these shapes is as easy as pointing and clicking on your image. Don't forget to enter data-Keys to identify each area.


Features:
- Control highlight color and opacity, border, and fade effect on mouseover
- Click-select and deselect one or more areas, or allow highlighing only by disabling isSelectable
- Use like a toggle or menu with the singleSelect option
- Define areas as inactive or always active with staticState
- Show floating tooltips for areas or area groups
- Effortlessly create area-specific tooltips
- Manually activate or deactivate tooltips
- Use grouping and exclusion masks to create complex functionality
- Group areas together into logical entities that will be selected or highlighted together
- Link groups so that activating one group also activates another group using includekeys
- Exclude areas inside of other areas by using masks


Demo and docs:
https://imagemapster-92465.bubbleapps.io/version-test/demo

An example and tutorial on using ""imgMapViewer"" and ""imgMapCreator"" elements together. Creating, editing, viewing image maps:
https://imagemapster-admin.bubbleapps.io/version-test/admin","https://bubble.io/page?type=page&name=demo&id=imagemapster-92465&test_plugin=1715849143847x644524263683391500_current&tab=tabs-1","To create an image map, use the ""imgMapCreator"" element , Place the ""imgMapCreator"" element on the page and include the ""imgUrl"" field. , Using the buttons (rectangle, circle, poligon) on the top panel, select the shape of the area you want to create. Using the mouse, create areas. Then go to edit mode (the edit button on the top panel), select the desired area (created earlier) and by pressing ""ctrl-i"" (or double-clicking the left mouse button on this area) call up the auxiliary menu in which you define the ""data-key"" for this area (if necessary, specify ""alt"" and ""href"") To familiarize yourself with other hot keys, use the ""?"" button on the top panel. , Using the ""getImgMap"" workflow, get the code of the generated image map. Then, this code will be used in the ""imgMapViewer"" element (Connects to the ""image_map"" field) , Next, use the resulting code in the ""imgMapViewer"" element to view the image map and change various area parameters. , Place the “imgMapViewer” element on the page and in the “Image Map” field insert the image map code that was received in the “imgMapCreator” element. , Done. You can then adjust other settings as needed and customize the behavior of each area individually if necessary. , More information about using the ""imgMapCreator"" and ""imgMapViewer"" elements can be found on the demo and documentation page: https://imagemapster-92465.bubbleapps.io/version-test/demo , Also look at an example of how our team sees the joint use of the “imgMapCreator” and “imgMapViewer” elements (for example, as an admin page that creates and configures image maps): https://imagemapster-admin.bubbleapps.io/version-test/admin","//ffe46b16a377e4f6249ab41469afe35b.cdn.bubble.io/f1726690261471x118668227764550770/logo.png","https://bubble.io/plugin/image-map-1715849143847x644524263683391500","Image Map","//ffe46b16a377e4f6249ab41469afe35b.cdn.bubble.io/f1726690269643x228553485400924120/logo.png","5","30","The image map plugin allows you to define specific areas of an image as clickable or interactive areas. These areas, known as hotspots, can trigger actions or link to related content when users click on them.
This innovation greatly increases user engagement and improves website navigation. By dividing an image into clickable areas, users can easily access related information, navigate to different sections or pages, or trigger specific actions, all within the context of the image.","Image Mapster - a plugin for creating and viewing image maps.","Image Mapster is a comprehensive tool that allows you to create and view image maps."
"Customer Support , Mobile , Productivity , Technical , Media","https://driverjs-21333.bubbleapps.io/version-test/driverjs","Advanced site tour - plugin to drive the user's focus across the pagements to drive user adoption.

Advanced site tour makes it simple to create custom user on-boarding tours, trainings and announcements to drive user adoption.
Advanced site tour enables you to guide users through a custom tour or journey within your app or website. Highly customizable with minimal styles, Advanced site tour allows for powerful customization while being easy to use.

Based on driver.js library

Features:
- Highly customizable
- Highlight anything: highlight any element on page
- Feature introductions: create powerful feature introductions for your web applications
- Focus shifters: add focus shifters for users
- User friendly: Everything is controllable by keyboard
- Consistent behavior: usable across all browsers
- Working with repeating groups, including internal elements of repeating groups.

Advanced site tour can be used for a wide range of use cases:

- Onboard Users:
Onboard your users by explaining how to use your product and answer common questions.
- Remove Distractions:
With highlight feature, you can remove distractions and focus your users attention on what matters.
- Contextual Help:
Provide contextual help for your users, explain how to use your product and answer common questions.
- Feature Adoption:
Highlight new features, explain how to use them and make sure your users don't miss them.
- and much more.


So, yet another tour library?
No, it's more than a tour library. Tours are just one of the many use-cases. Advanced site tour can be used wherever you need some sort of overlay for the page; some common usecases could be: highlighting a page component when user is interacting with some component to keep them focused, providing contextual help e.g. popover with dimmed background when user is filling a form, using it as a focus shifter to bring user's attention to some component on page, using it to simulate those ""Turn off the Lights"" widgets that you might have seen on video players online, usage as a simple modal, and of-course product tours etc.

Supported Browsers:
IE / Edge, Firefox, Chrome, Safari","https://bubble.io/page?id=driverjs-21333&test_plugin=1723226057458x343974621369335800_current&tab=tabs-1&name=driverjs&type=page","Add a ""driverTour"" element to your app page. , In your app settings, on the ""General"" tab, make sure ""Expose the option to add an ID attribute to HTML elements"" is enabled. , Set the ""ID Attribute"" for each element that you want the tour to reference. You can set the ID in the properties of each element. , In your page workflows, use the ""addStep"" action of the ""driverTour"" element to add all the steps you want in order. You'll probably want to do this in the ""Page Loaded"" event. , Use the ""start"" action of the ""driverTour"" element to start the tour.","//ffe46b16a377e4f6249ab41469afe35b.cdn.bubble.io/f1726849853567x100429907785881010/Frame%20140.png","https://bubble.io/plugin/advanced-site-tour-driverjs-1723226057458x343974621369335800","Advanced site tour (driverjs)","//ffe46b16a377e4f6249ab41469afe35b.cdn.bubble.io/f1726849859023x650147326538940500/Frame%20140.png","5","25","Plugin to drive the user's focus across the pagements to drive user adoption. Allows you to take users through a customized tour or journey within your app or website. Highly customizable with minimal styling, the Advanced Site Tour provides powerful customization while being easy to use.","Advanced site tour makes it simple to create custom user on-boarding tours, trainings and announcements to drive user adoption.","Advanced site tour - plugin to drive the user's focus across the pagements to drive user adoption."
"Image , Media , Visual Elements , Ecommerce","https://virtual-tour-52895.bubbleapps.io/version-test/virtual-tour","This no-code plugin allows you to bring virtual tours and panoramic photos into your Bubble app. You can easily create interactive virtual tours, maps, and presentations. The plugin also supports markers, which can provide information about specific areas within a scene or provide navigation to other rooms or areas.

Panoramic images can be provided in either equirectangular or cube map formats. Equirectangular is the simplest to use as only a single image is needed. However, to ensure support among all WebGL-capable devices, the maximum image size should be preferably limited to 4096px wide; 8192px is also acceptable for most devices. Cube maps require six images but support somewhat higher resolution panoramas, as the vast majority of devices support cube faces up to 4096px across. Although larger images are supported, download sizes should be taken into consideration. This format is a cube map-based format, except each cube face is a tiled image pyramid instead of a single image.

Since it is not obvious from the examples, it is prudent to note that the hotSpotDebug parameter exists to aid in the placing of hot spots. It can be enabled while setting up the hot spots, but it should always be disabled in production.

pannellum.js was used in the process of creating the plugin.

Features:
- Equirectangular, cubic panoramas
- Autoload and autorotate the image for seamless experience.
- Configure autorotation speed to control the image rotation.
- WebGL and CSS 3D based renderers
- Interactive controls with zoom and fullscreen options.
- Hot spots / tours
- Compass headings
- API
- Just 21kB gzipped
- Browser Compatibility
- Plugin is built with recent web standards, it requires a modern browser to function.

Full support (with appropriate graphics drivers):
- Firefox 23+
- Chrome 24+
- Safari 8+
- Internet Explorer 11+
- Edge


Demo:
For details and demos please visit the plugin page at
https://virtual-tour-52895.bubbleapps.io/version-test/virtual-tour

Demo app editor:
https://bubble.io/page?id=virtual-tour-52895&test_plugin=1737661679083x522969597219438600_current&name=virtual-tour&tab=Design&type=page

Manual:
https://virtual-tour-52895.bubbleapps.io/version-test/virtual-tour-manual

Plugin page:
https://mindforapps.com/plugin_details/virtual-tour","https://bubble.io/page?id=virtual-tour-52895&test_plugin=1737661679083x522969597219438600_current&tab=Design&name=virtual-tour&type=page","Add a plugin to your application. , Place a ""viewer"" element on the page. Give it the required dimensions. If necessary, change the default parameters. , In workflows, using the desired event (for example, ""Page is loaded"", ""An element is clicked"" or another) connect the ""addScene"" action for each scene (image) in the virtual tour. , Include the required fields: Scene ID I and Panorama URL. Next, configure scenes as needed and, if necessary, install and configure hotPoints. , You can find more detailed information and examples on our demo page and on the page with the manual.","//ffe46b16a377e4f6249ab41469afe35b.cdn.bubble.io/f1738606259344x179479189663360500/logo.png","https://bubble.io/plugin/panorama-viewer---360-virtual-tour-1737661679083x522969597219438600","Virtual Tour","//ffe46b16a377e4f6249ab41469afe35b.cdn.bubble.io/f1738606265124x998189757286543700/logo.png","5","25","This no-code plugin allows you to bring virtual tours and panoramic photos into your Bubble app. You can easily create interactive virtual tours, maps, and presentations. The plugin also supports markers, which can provide information about specific areas within a scene or provide navigation to other rooms or areas.","Panorama viewer / Virtual Tour - allows you to add panoramic photos and virtual tours with navigation and information markers to your Bubble app.","A simple but powerful plugin for adding panoramic photos and virtual tours with navigation and information markers."
"Image , Media , Technical , Productivity","https://plugin-preview-3.bubbleapps.io/version-test/image_converter","Image Converter is used for convert large images in common formats to smaller, web-friendly JPEG, PNG, WebP, GIF and AVIF images of varying dimensions.

All transformations take place on the server side.

Formats:
Input: JPEG, PNG, WebP, GIF, AVIF, TIFF, SVG images.
Output: JPEG, PNG, WebP, GIF, AVIF and TIFF.

Features and parameters of the output image:
When resizing select:
width
height
fit: cover, contain, fill, inside, outside
position: position or strategy to use when fit is ""cover"" or ""contain"".
Possible options: centre, top, right top, right, right bottom, bottom, left bottom, left, left top, attention, entropycover only, dynamically crop using either the entropy or attention strategy.
entropy: focus on the region with the highest Shannon entropy .
attention: focus on the region with the highest luminance frequency, colour saturation and presence of skin tones.
imageBackground

Image operations:

Transforms the image using:
brightness
saturation
hue
lightness
rotate
flip
flop
blur
sharpen
median
negate
normalise


Compositing images:
Image overlay on top of a processed (resized, extracted, etc.) image.
Options for overlay image:
Width
Height
Gravity: north,northeast,east,southeast,south,southwest,west,northwest,center
Top
Left


DEMO:
https://plugin-preview-3.bubbleapps.io/version-test/image_converter

Support:
If you have questions, reach out to us at support@mindforapps.com

We appreciate your reviews and suggestions.","https://bubble.io/page?id=plugin-preview-3&test_plugin=1653731522180x999424144532045800_current&tab=Design&name=image_converter&type=page&elements=cmOsi","Install the ""Image Converter (server side)"" plugin in your application. , In Workflows, using an event, for example, ""Button clicked"", select the ""Convert Image"" action. , Connect the required fields: - ""Image"". This is the image you want to process. - ""Home URL"". For example, https://your-app.bubbleapps.io or https://your-app.bubbleapps.io/version-test , If necessary, configure other fields (Output file name, Output format, Quality, resize settings and Image operations) , If you need to overlay an image on the processed image, then before ""Convert Image"", connect the ""Composite Element"" action. And then connect this (processed image) in the ""Convert Image"" field - ""compositeElements"" as ""Result of step n (Composite Element)'s element"" , You can see examples of connections on the demo page of this plugin.","//ffe46b16a377e4f6249ab41469afe35b.cdn.bubble.io/f1752658647648x450018720768393860/02.png","https://bubble.io/plugin/image-converter-server-side-1653731522180x999424144532045800","Image Converter (server side)","//ffe46b16a377e4f6249ab41469afe35b.cdn.bubble.io/f1752658651914x641038437242656500/02.png","7","20","This server plugin allows you to convert large images of common formats into more compact, web-friendly JPEG, PNG, WebP, GIF and AVIF images of various sizes with the ability to further enhance and edit the output image. You can change the width and height, adjust, select the position. Transforms the image using: brightness, saturation, hue, luminosity, rotation, reflection, blur, sharpness, median, negation and normalization.","Image Converter (server side) - reduction and conversion of images with the possibility of corrections.","A powerful server plugin that allows you to convert large images of common formats into more compact, web-friendly JPEG, PNG, WebP, GIF and AVIF images of various sizes with the ability to further enhance and edit the output image."
"Data (things) , Productivity , Technical , AI","https://plugin-preview-7.bubbleapps.io/version-test/jsonrepair","Repair invalid JSON documents.
This is a plugin designed to fix most of the most common errors in JSON documents that lead to undefined errors, such as:
SyntaxError: JSON.parse: unexpected symbol at line 2 column 18 of the JSON data.
The plugin works both on the client side and on the server side.

Features:
- The following issues can be fixed:
- Add missing quotes around keys
- Add missing escape characters
- Add missing commas
- Add missing closing brackets
- Repair truncated JSON
- Replace single quotes with double quotes
- Replace special quote characters like “...” with regular double quotes
- Replace special white space characters with regular spaces
- Replace Python constants None, True, and False with null, true, and false
- Strip trailing commas
- Strip comments like /* ... */ and // ...
- Strip fenced code blocks like  ```json and ```
- Strip ellipsis in arrays and objects like [1, 2, 3, ...]
- Strip JSONP notation like callback({ ... })
- Strip escape characters from an escaped string like {\""stringified\"": \""content\""}
- Strip MongoDB data types like NumberLong(2) and ISODate(""2012-12-19T06:01:17.171Z"")
- Concatenate strings like ""long text"" + ""more text on next line""
- Turn newline delimited JSON into a valid JSON array, for example:
{ ""id"": 1, ""name"": ""John"" }
{ ""id"": 2, ""name"": ""Sarah"" }","https://bubble.io/page?id=plugin-preview-7&test_plugin=1752748575200x488553808237428740_current&tab=Design&name=jsonrepair&type=page&elements=bTHJO","Client: Place the ""repair_client"" element on the page. , In the workflow, use an event (e.g. clicking on the element) to trigger the ""repair_client"" action. , Pass JSON to ""repair_client"" to check and repair it if possible (JSON field). , Once the JSON code is corrected, the ""repair_complete"" trigger will fire and the corrected JSON code will be written to the ""repaired"" state. , Server: Place in the workflow. , Use the ""repair_server"" action. , Pass JSON to ""repair_client"" to check and repair it if possible (JSON field). , Once the JSON code is corrected, you can get the corrected JSON code as a result of the previous step (e.g. the result of step 1 (repair_server)'s repaired).","//ffe46b16a377e4f6249ab41469afe35b.cdn.bubble.io/f1753035604013x542852162962625700/json.png","https://bubble.io/plugin/json-repair-1752748575200x488553808237428740","JSON repair","//ffe46b16a377e4f6249ab41469afe35b.cdn.bubble.io/f1753035611677x534124787297276540/json.png","5","15","JSON-repair fixes invalid JSON documents.
This is a plugin designed to fix most of the most common errors in JSON documents that lead to undefined errors, such as:
SyntaxError: JSON.parse: unexpected symbol at line 2 column 18 of the JSON data.
The plugin works both on the client side and on the server side.","Repair invalid JSON documents.","JSON-repair fixes invalid JSON documents."
"Input Forms , Data (things) , Containers , Small Business , Technical , Productivity","https://plugin-preview-7.bubbleapps.io/version-test/select_dropdown","""Advanced Select Dropdown"" is an advanced, lightweight, and feature-rich select dropdown library for modern web applications.
Whether you're building a simple contact form or a complex enterprise application, ""Advanced Select Dropdown"" delivers the performance, flexibility, and user experience your project demands.

The ""Advanced Select Dropdown"" plugin is based on the slim-select library.

Features:
SlimSelect stands out with its comprehensive feature set, exceptional performance, and developer-friendly API.

- Single Select
- Multiple Select
- User Addable Options
- Html Options
- Settable Data
- Callback Events
- Placeholders
- Label Support
- Advanced Search
- Disable Options
- Custom Css Style
- Custom Color Scheme
- Style Inheritance
- Clean Animations
- And.. many other features :)

Key Benefits:
""Advanced Select Dropdown"" is designed with modern web development in mind, offering significant advantages over traditional select elements and other dropdown libraries.

Lightweight & Fast
At just a few kilobytes, ""Advanced Select Dropdown"" delivers exceptional performance without compromising on features.

Accessibility First
Full ARIA support, keyboard navigation, and screen reader compatibility ensure your dropdowns are accessible to all users. Meets WCAG guidelines.

Highly Customizable
Customize every aspect of your dropdowns with CSS. Adapts to your design system and requirements.

Developer Friendly
Comprehensive documentation and a clean API make ""Advanced Select Dropdown"" easy to integrate and maintain.



Perfect for every use case:
SlimSelect is versatile enough to handle any dropdown requirement, from simple contact forms to complex enterprise applications.

- Contact Forms & Surveys: Clean, professional dropdowns that enhance user experience
- E-commerce Platforms: Product filters, category selection, and checkout forms
- Admin Dashboards: Data filtering, user management, and configuration panels
- Content Management: Category selection, tag management, and content organization
- Search & Discovery: Location pickers, service selection, and advanced filtering","https://bubble.io/page?id=plugin-preview-7&tab=Design&name=select_dropdown&type=page","Install the plugin. Place the ""Select Dropdown"" from elements to wherever part you need. , Connect data either the standard way using the ""Type of content,"" or you can use an alternative data connection method without using the ""Content Type."" This will also allow you to use static Choices. , For more details, check out the examples on the demo page.","//ffe46b16a377e4f6249ab41469afe35b.cdn.bubble.io/f1775742392981x108710967717470690/Group%202548.png","https://bubble.io/plugin/advanced-select-dropdown-1769476186784x533903842074165250","Advanced Select Dropdown","//ffe46b16a377e4f6249ab41469afe35b.cdn.bubble.io/f1775742399320x380586711932046700/Group%202548.png","5","30","""Advanced Select Dropdown"" is an advanced, lightweight, and feature-rich select dropdown library for modern web applications.
Whether you're building a simple contact form or a complex enterprise application, ""Advanced Select Dropdown"" delivers the performance, flexibility, and user experience your project demands.","An advanced, lightweight, and feature-rich select dropdown library for modern web applications.","""Advanced Select Dropdown"" is an advanced, lightweight, and feature-rich select dropdown library for modern web applications."
"Media , Technical , Video","https://plugin-preview-7.bubbleapps.io/version-test/video_player","Advanced Video Player - easily customizable and beautiful player with many settings, events and methods. Supports HTML5 (video/audio), YouTube, and Vimeo formats. Developed using the Plyr.js library.
Features
HTML Video & Audio, YouTube & Vimeo - support for the major formats
Accessible - full support for VTT captions and screen readers
Customizable - make the player look how you want with the markup you want
Responsive - works with any screen size
API - toggle playback, volume, seeking, and more through a standardized API
Events - no messing around with Vimeo and YouTube APIs, all events are standardized across formats
Fullscreen - supports native fullscreen with fallback to ""full window"" modes
Shortcuts - supports keyboard shortcuts
Picture-in-Picture - supports picture-in-picture mode
Playsinline - supports the playsinline attribute
Speed controls - adjust speed on the fly
Multiple captions - support for multiple caption tracks
i18n support - support for internationalization of controls
Sticky mode - a player hidden outside the visible area is replaced by a miniature player pinned to a specific location.
and much more

","https://plugin-preview-7.bubbleapps.io/version-test/video_player","Install the plugin. Place the ""VideoPlayer"" from elements to wherever part you need. , Insert a video using the src field. In the simplest case, simply enter the video URL. (This could be a link to HTML5 video/audio, YouTube or Vimeo) , Make additional adjustments if necessary.","//ffe46b16a377e4f6249ab41469afe35b.cdn.bubble.io/f1775742666410x758857513553364600/Group%202545.png","https://bubble.io/plugin/advanced-video-player-1773700832464x948838658084700200","Advanced Video Player","//ffe46b16a377e4f6249ab41469afe35b.cdn.bubble.io/f1775742659061x979595537261938000/Group%202545.png","5","30","Advanced Video Player - easily customizable and beautiful player with many settings, events and methods. Supports HTML5 (video/audio), YouTube, and Vimeo formats. Developed using the Plyr.js library.","Advanced Video Player - easily customizable and beautiful player with many settings, events and methods.","Advanced Video Player - supports HTML5 (video/audio), YouTube, and Vimeo formats."
